order_id,item_id,price
10132,93,70
10133,71,220
10133,66,220
10133,82,90
10134,82,90
10134,97,100
10135,30,240
10135,97,100
10136,83,90
10136,73,250
10136,97,100
10136,66,220
10137,67,370
10137,72,270
10137,31,190
10137,84,100
10137,92,70
10138,677,230
10138,73,250
10138,665,340
10138,74,250
10139,665,340
10139,677,230
10139,82,90
10139,74,250
10139,74,250
10140,74,250
10140,92,70
10140,29,290
10141,29,290
10141,66,220
10141,30,240
10141,84,100
10141,93,70
10142,84,100
10142,93,70
10142,84,100
10143,97,100
10143,92,70
10144,67,370
10144,82,90
10145,82,90
10145,73,250
10145,29,290
10145,72,270
10146,93,70
10146,93,70
10147,67,370
10147,73,250
10148,92,70
10148,677,230
10148,93,70
10148,84,100
10148,29,290
10149,83,90
10149,83,90
10149,74,250
10150,74,250
10150,30,240
10150,82,90
10150,72,270
10151,66,220
10151,665,340
10152,31,190
10152,66,220
10152,67,370
10153,665,340
10153,677,230
10153,31,190
10154,97,100
10154,72,270
10154,31,190
10155,82,90
10155,83,90
10155,66,220
10155,84,100
10155,677,230
10156,93,70
10156,67,370
10156,29,290
10157,29,290
10157,73,250
10157,29,290
10157,71,220
10158,74,250
10158,72,270
10158,74,250
10159,29,290
10159,93,70
10160,665,340
10160,84,100
10161,72,270
10161,66,220
10161,82,90
10161,71,220
10161,67,370
10162,82,90
10162,66,220
10163,83,90
10163,665,340
10163,71,220
10163,93,70
10163,83,90
10164,31,190
10164,97,100
10164,82,90
10165,74,250
10165,29,290
10165,31,190
10166,74,250
10166,677,230
10166,71,220
10166,74,250
10167,71,220
10167,665,340
10167,83,90
10167,29,290
10167,31,190
10168,74,250
10168,665,340
10168,97,100
10168,83,90
10168,74,250
10169,82,90
10169,66,220
10169,677,230
10169,29,290
10170,97,100
10170,665,340
10170,92,70
10170,677,230
10171,31,190
10171,67,370
10171,82,90
10171,82,90
10171,84,100
10172,84,100
10172,97,100
10173,84,100
10173,93,70
10173,92,70
10173,84,100
10173,97,100
10174,665,340
10174,92,70
10174,84,100
10175,67,370
10175,93,70
10175,677,230
10175,97,100
10176,74,250
10176,84,100
10177,665,340
10177,74,250
10177,67,370
10177,93,70
10178,92,70
10178,66,220
10179,93,70
10179,97,100
10179,84,100
10180,665,340
10180,677,230
10180,82,90
10180,84,100
10180,92,70
10181,97,100
10181,665,340
10181,74,250
10182,665,340
10182,73,250
10182,665,340
10182,29,290
10182,67,370
10183,67,370
10183,83,90
10183,66,220
10184,31,190
10184,677,230
10184,67,370
10185,665,340
10185,84,100
10185,83,90
10186,30,240
10186,73,250
10186,29,290
10186,97,100
10187,83,90
10187,83,90
10187,97,100
10187,677,230
10187,31,190
10188,66,220
10188,93,70
10188,66,220
10188,71,220
10188,84,100
10189,66,220
10189,82,90
10189,29,290
10189,84,100
10190,97,100
10190,665,340
10191,67,370
10191,29,290
10191,71,220
10191,677,230
10192,30,240
10192,97,100
10192,71,220
10193,82,90
10193,72,270
10193,82,90
10194,73,250
10194,677,230
10194,677,230
10194,71,220
10195,30,240
10195,67,370
10195,66,220
10196,82,90
10196,66,220
10196,31,190
10196,83,90
10196,677,230
10197,72,270
10197,82,90
10197,665,340
10197,73,250
10197,71,220
10198,30,240
10198,74,250
10198,665,340
10198,72,270
10199,97,100
10199,29,290
10199,83,90
10199,93,70
10200,92,70
10200,83,90
10200,97,100
10201,66,220
10201,31,190
10201,66,220
10201,66,220
10201,73,250
10202,665,340
10202,92,70
10202,97,100
10202,66,220
10202,66,220
10203,677,230
10203,97,100
10203,30,240
10204,82,90
10204,30,240
10204,665,340
10204,92,70
10205,72,270
10205,67,370
10206,92,70
10206,97,100
10207,93,70
10207,29,290
10207,73,250
10207,97,100
10207,97,100
10208,84,100
10208,73,250
10209,66,220
10209,29,290
10210,72,270
10210,677,230
10211,93,70
10211,31,190
10212,29,290
10212,82,90
10213,83,90
10213,71,220
10213,665,340
10213,31,190
10214,83,90
10214,66,220
10214,97,100
10214,67,370
10215,677,230
10215,665,340
10216,92,70
10216,31,190
10217,73,250
10217,92,70
10218,677,230
10218,31,190
10218,31,190
10219,72,270
10219,67,370
10219,665,340
10220,71,220
10220,72,270
10221,92,70
10221,74,250
10221,677,230
10221,30,240
10221,82,90
10222,30,240
10222,82,90
10222,66,220
10222,84,100
10223,92,70
10223,93,70
10223,93,70
10223,83,90
10224,72,270
10224,67,370
10224,67,370
10224,67,370
10225,71,220
10225,82,90
10225,73,250
10225,97,100
10225,93,70
10226,83,90
10226,83,90
10226,677,230
10226,66,220
10227,97,100
10227,84,100
10227,97,100
10227,31,190
10228,67,370
10228,31,190
10228,93,70
10229,29,290
10229,93,70
10229,83,90
10229,84,100
10229,92,70
10230,92,70
10230,67,370
10230,71,220
10231,31,190
10231,84,100
10232,93,70
10232,29,290
10233,92,70
10233,92,70
10233,31,190
10233,72,270
10234,73,250
10234,82,90
10235,74,250
10235,93,70
10235,71,220
10235,677,230
10236,73,250
10236,31,190
10236,97,100
10236,73,250
10236,71,220
10237,82,90
10237,92,70
10238,92,70
10238,92,70
10238,677,230
10238,29,290
10239,67,370
10239,30,240
10239,29,290
10239,66,220
10239,93,70
10240,92,70
10240,73,250
10241,93,70
10241,92,70
10241,72,270
10241,84,100
10241,677,230
10242,97,100
10242,93,70
10242,67,370
10242,82,90
10242,82,90
10243,83,90
10243,93,70
10244,72,270
10244,93,70
10244,82,90
10244,30,240
10244,97,100
10245,71,220
10245,83,90
10245,67,370
10246,66,220
10246,29,290
10246,31,190
10247,82,90
10247,93,70
10247,72,270
10247,84,100
10248,66,220
10248,97,100
10248,29,290
10248,93,70
10248,71,220
10249,31,190
10249,93,70
10249,97,100
10249,97,100
10250,31,190
10250,31,190
10250,29,290
10250,93,70
10251,92,70
10251,84,100
10251,31,190
10251,97,100
10251,31,190
10252,92,70
10252,92,70
10252,82,90
10253,66,220
10253,665,340
10253,83,90
10253,665,340
10253,73,250
10254,30,240
10254,29,290
10254,67,370
10254,31,190
10255,74,250
10255,665,340
10255,83,90
10256,83,90
10256,74,250
10256,31,190
10256,73,250
10257,84,100
10257,93,70
10258,73,250
10258,71,220
10258,92,70
10258,665,340
10259,31,190
10259,93,70
10259,30,240
10260,677,230
10260,92,70
10260,82,90
10260,71,220
10261,82,90
10261,67,370
10261,92,70
10261,29,290
10261,82,90
10262,92,70
10262,92,70
10262,72,270
10263,72,270
10263,74,250
10264,66,220
10264,73,250
10265,31,190
10265,67,370
10265,83,90
10265,29,290
10265,83,90
10266,74,250
10266,67,370
10267,677,230
10267,84,100
10268,677,230
10268,92,70
10268,74,250
10269,83,90
10269,73,250
10269,73,250
10269,31,190
10269,83,90
10270,97,100
10270,665,340
10271,72,270
10271,83,90
10271,97,100
10271,31,190
10271,31,190
10272,71,220
10272,84,100
10272,93,70
10272,665,340
10272,72,270
10273,665,340
10273,92,70
10274,29,290
10274,665,340
10274,82,90
10274,72,270
10274,82,90
10275,30,240
10275,71,220
10276,29,290
10276,677,230
10276,83,90
10277,71,220
10277,83,90
10278,93,70
10278,97,100
10278,72,270
10279,66,220
10279,74,250
10279,83,90
10280,97,100
10280,97,100
10280,93,70
10281,83,90
10281,665,340
10281,84,100
10281,83,90
10281,93,70
10282,30,240
10282,29,290
10282,31,190
10282,74,250
10282,92,70
10283,71,220
10283,29,290
10283,665,340
10284,74,250
10284,66,220
10285,82,90
10285,66,220
10285,31,190
10286,97,100
10286,31,190
10286,84,100
10286,73,250
10287,67,370
10287,84,100
10287,31,190
10287,29,290
10287,31,190
10288,73,250
10288,30,240
10289,84,100
10289,665,340
10289,665,340
10289,677,230
10290,67,370
10290,29,290
10290,29,290
10290,93,70
10291,92,70
10291,677,230
10291,677,230
10292,73,250
10292,66,220
10292,67,370
10292,97,100
10292,30,240
10293,97,100
10293,31,190
10294,67,370
10294,93,70
10294,71,220
10294,66,220
10295,82,90
10295,72,270
10295,72,270
10296,93,70
10296,31,190
10296,83,90
10296,84,100
10296,665,340
10297,82,90
10297,84,100
10297,30,240
10297,83,90
10298,67,370
10298,67,370
10298,73,250
10298,83,90
10299,97,100
10299,73,250
10300,83,90
10300,31,190
10301,71,220
10301,73,250
10302,30,240
10302,665,340
10302,30,240
10302,31,190
10302,73,250
10303,30,240
10303,29,290
10304,66,220
10304,30,240
10304,82,90
10304,30,240
10305,83,90
10305,29,290
10305,29,290
10306,74,250
10306,93,70
10306,31,190
10306,73,250
10306,66,220
10307,74,250
10307,31,190
10308,66,220
10308,82,90
10308,83,90
10309,73,250
10309,30,240
10309,677,230
10310,30,240
10310,29,290
10311,677,230
10311,665,340
10312,93,70
10312,97,100
10312,31,190
10313,66,220
10313,82,90
10314,74,250
10314,92,70
10315,30,240
10315,97,100
10316,665,340
10316,677,230
10317,677,230
10317,72,270
10318,29,290
10318,83,90
10319,84,100
10319,30,240
10319,83,90
10319,92,70
10319,66,220
10320,82,90
10320,93,70
10320,97,100
10320,31,190
10320,83,90
10321,665,340
10321,82,90
10321,84,100
10321,74,250
10322,92,70
10322,82,90
10322,97,100
10323,82,90
10323,31,190
10323,30,240
10323,92,70
10323,84,100
10324,67,370
10324,71,220
10324,82,90
10325,665,340
10325,29,290
10325,92,70
10325,66,220
10325,83,90
10326,677,230
10326,73,250
10326,83,90
10326,73,250
10327,84,100
10327,30,240
10327,71,220
10327,92,70
10327,72,270
10328,31,190
10328,83,90
10329,84,100
10329,73,250
10329,92,70
10329,83,90
10330,74,250
10330,84,100
10330,74,250
10330,677,230
10331,71,220
10331,31,190
10331,72,270
10331,29,290
10331,73,250
10332,74,250
10332,66,220
10332,73,250
10333,30,240
10333,67,370
10333,83,90
10333,82,90
10333,93,70
10334,67,370
10334,73,250
10334,74,250
10334,74,250
10334,67,370
10335,74,250
10335,31,190
10335,83,90
10335,29,290
10336,677,230
10336,84,100
10336,31,190
10337,30,240
10337,82,90
10337,72,270
10338,72,270
10338,31,190
10338,29,290
10338,74,250
10338,83,90
10339,72,270
10339,82,90
10339,82,90
10339,665,340
10340,73,250
10340,29,290
10340,71,220
10340,82,90
10341,67,370
10341,71,220
10341,30,240
10342,72,270
10342,82,90
10343,67,370
10343,83,90
10343,82,90
10343,677,230
10344,66,220
10344,83,90
10344,30,240
10344,73,250
10345,665,340
10345,84,100
10346,30,240
10346,29,290
10346,30,240
10347,31,190
10347,30,240
10347,84,100
10348,92,70
10348,71,220
10348,97,100
10349,92,70
10349,82,90
10349,665,340
10349,92,70
10349,29,290
10350,74,250
10350,82,90
10350,83,90
10351,82,90
10351,74,250
10352,82,90
10352,97,100
10352,67,370
10353,84,100
10353,84,100
10353,93,70
10353,72,270
10353,84,100
10354,71,220
10354,83,90
10354,97,100
10354,73,250
10354,72,270
10355,31,190
10355,66,220
10355,71,220
10356,83,90
10356,93,70
10356,74,250
10357,71,220
10357,74,250
10357,29,290
10357,82,90
10358,29,290
10358,92,70
10358,66,220
10359,677,230
10359,74,250
10359,93,70
10360,677,230
10360,30,240
10361,83,90
10361,93,70
10361,92,70
10361,67,370
10361,74,250
10362,72,270
10362,29,290
10362,83,90
10362,677,230
10363,73,250
10363,97,100
10363,30,240
10364,82,90
10364,92,70
10364,97,100
10364,82,90
10365,93,70
10365,29,290
10366,67,370
10366,97,100
10366,30,240
10367,665,340
10367,72,270
10367,31,190
10367,93,70
10367,74,250
10368,31,190
10368,97,100
10368,71,220
10368,67,370
10369,71,220
10369,93,70
10369,67,370
10370,29,290
10370,97,100
10371,72,270
10371,73,250
10371,84,100
10372,74,250
10372,66,220
10373,665,340
10373,72,270
10373,72,270
10373,74,250
10374,93,70
10374,82,90
10374,72,270
10374,66,220
10375,82,90
10375,665,340
10375,665,340
10375,97,100
10375,29,290
10376,29,290
10376,74,250
10377,74,250
10377,66,220
10377,31,190
10377,93,70
10378,83,90
10378,31,190
10378,67,370
10379,84,100
10379,84,100
10379,83,90
10379,72,270
10380,67,370
10380,29,290
10380,30,240
10380,84,100
10380,67,370
10381,31,190
10381,665,340
10382,71,220
10382,74,250
10383,84,100
10383,84,100
10383,84,100
10383,97,100
10383,72,270
10384,677,230
10384,93,70
10384,66,220
10384,30,240
10384,92,70
10385,677,230
10385,66,220
10385,73,250
10385,71,220
10385,74,250
10386,66,220
10386,84,100
10387,66,220
10387,84,100
10388,31,190
10388,74,250
10388,82,90
10388,31,190
10389,97,100
10389,72,270
10389,84,100
10390,677,230
10390,92,70
10390,73,250
10390,92,70
10390,97,100
10391,84,100
10391,97,100
10392,677,230
10392,84,100
10392,31,190
10392,665,340
10392,67,370
10393,66,220
10393,71,220
10393,97,100
10393,67,370
10393,67,370
10394,73,250
10394,84,100
10394,29,290
10394,31,190
10395,677,230
10395,73,250
10395,74,250
10395,66,220
10395,71,220
10396,73,250
10396,83,90
10396,92,70
10397,97,100
10397,82,90
10398,72,270
10398,74,250
10398,83,90
10398,97,100
10398,84,100
10399,30,240
10399,67,370
10400,67,370
10400,677,230
10401,74,250
10401,84,100
10402,66,220
10402,82,90
10402,665,340
10402,84,100
10402,677,230
10403,73,250
10403,677,230
10403,74,250
10404,31,190
10404,66,220
10405,92,70
10405,93,70
10406,67,370
10406,97,100
10406,66,220
10407,67,370
10407,72,270
10408,66,220
10408,31,190
10408,74,250
10408,71,220
10409,677,230
10409,84,100
10410,31,190
10410,665,340
10410,30,240
10411,92,70
10411,82,90
10411,72,270
10411,29,290
10412,82,90
10412,92,70
10412,72,270
10413,71,220
10413,74,250
10414,67,370
10414,97,100
10415,71,220
10415,30,240
10416,66,220
10416,677,230
10416,665,340
10417,665,340
10417,83,90
10418,30,240
10418,73,250
10418,677,230
10418,93,70
10418,66,220
10419,71,220
10419,29,290
10420,31,190
10420,74,250
10420,92,70
10420,73,250
10421,665,340
10421,29,290
10421,84,100
10421,677,230
10422,71,220
10422,93,70
10422,665,340
10423,84,100
10423,92,70
10423,82,90
10424,72,270
10424,92,70
10424,677,230
10425,72,270
10425,74,250
10425,31,190
10425,97,100
10425,30,240
10426,97,100
10426,84,100
10426,97,100
10426,67,370
10427,72,270
10427,72,270
10428,67,370
10428,82,90
10428,73,250
10428,31,190
10428,97,100
10429,93,70
10429,93,70
10430,97,100
10430,72,270
10430,72,270
10430,84,100
10431,97,100
10431,93,70
10431,92,70
10432,93,70
10432,97,100
10432,29,290
10432,83,90
10432,97,100
10433,83,90
10433,66,220
10434,71,220
10434,31,190
10435,677,230
10435,29,290
10435,84,100
10435,73,250
10435,71,220
10436,92,70
10436,71,220
10436,73,250
10436,71,220
10436,84,100
10437,93,70
10437,72,270
10437,92,70
10437,66,220
10437,73,250
10438,665,340
10438,82,90
10438,67,370
10438,72,270
10438,31,190
10439,71,220
10439,677,230
10439,72,270
10439,30,240
10439,82,90
10440,72,270
10440,92,70
10440,97,100
10440,72,270
10441,67,370
10441,72,270
10441,83,90
10441,83,90
10441,29,290
10442,74,250
10442,66,220
10442,93,70
10442,82,90
10442,84,100
10443,73,250
10443,92,70
10444,665,340
10444,71,220
10444,93,70
10444,83,90
10445,66,220
10445,92,70
10445,74,250
10445,97,100
10446,677,230
10446,83,90
10446,72,270
10446,66,220
10447,83,90
10447,29,290
10448,67,370
10448,84,100
10448,66,220
10448,97,100
10448,66,220
10449,93,70
10449,92,70
10449,30,240
10449,97,100
10450,31,190
10450,31,190
10450,29,290
10450,84,100
10450,677,230
10451,665,340
10451,665,340
10451,93,70
10451,82,90
10452,31,190
10452,71,220
10452,97,100
10453,92,70
10453,67,370
10453,677,230
10453,67,370
10454,82,90
10454,66,220
10454,97,100
10454,73,250
10455,84,100
10455,74,250
10455,31,190
10455,67,370
10456,67,370
10456,84,100
10456,67,370
10456,82,90
10457,83,90
10457,74,250
10457,84,100
10458,92,70
10458,97,100
10458,97,100
10458,74,250
10459,82,90
10459,84,100
10459,29,290
10459,677,230
10460,82,90
10460,677,230
10460,71,220
10460,665,340
10460,72,270
10461,66,220
10461,31,190
10461,92,70
10461,67,370
10462,83,90
10462,73,250
10462,665,340
10463,74,250
10463,31,190
10463,31,190
10463,82,90
10464,74,250
10464,97,100
10464,66,220
10464,93,70
10464,67,370
10465,67,370
10465,92,70
10465,73,250
10465,97,100
10465,93,70
10466,29,290
10466,82,90
10466,73,250
10466,665,340
10466,66,220
10467,82,90
10467,67,370
10468,30,240
10468,74,250
10469,665,340
10469,677,230
10469,71,220
10470,71,220
10470,71,220
10470,71,220
10470,92,70
10471,97,100
10471,29,290
10472,97,100
10472,93,70
10472,72,270
10473,71,220
10473,83,90
10473,74,250
10474,82,90
10474,72,270
10474,74,250
10475,73,250
10475,67,370
10475,31,190
10475,30,240
10475,82,90
10476,97,100
10476,677,230
10476,29,290
10476,72,270
10477,71,220
10477,665,340
10477,30,240
10477,82,90
10478,665,340
10478,92,70
10478,31,190
10478,92,70
10478,665,340
10479,97,100
10479,73,250
10479,665,340
10479,83,90
10480,93,70
10480,97,100
10480,72,270
10480,67,370
10481,93,70
10481,97,100
10482,72,270
10482,97,100
10482,84,100
10483,66,220
10483,71,220
10483,29,290
10483,71,220
10483,31,190
10484,83,90
10484,84,100
10484,97,100
10484,92,70
10485,677,230
10485,71,220
10485,67,370
10485,97,100
10486,67,370
10486,30,240
10487,73,250
10487,83,90
10487,29,290
10488,97,100
10488,72,270
10488,74,250
10489,83,90
10489,84,100
10489,97,100
10489,665,340
10490,92,70
10490,72,270
10490,82,90
10491,92,70
10491,82,90
10492,31,190
10492,31,190
10492,29,290
10492,30,240
10492,82,90
10493,677,230
10493,74,250
10493,677,230
10493,92,70
10494,97,100
10494,72,270
10494,82,90
10494,67,370
10495,74,250
10495,67,370
10495,29,290
10495,30,240
10495,72,270
10496,665,340
10496,84,100
10496,67,370
10496,31,190
10497,74,250
10497,83,90
10497,31,190
10498,71,220
10498,97,100
10498,66,220
10499,67,370
10499,30,240
10499,665,340
10499,93,70
10500,83,90
10500,66,220
10500,92,70
10500,82,90
10500,71,220
10501,30,240
10501,677,230
10501,74,250
10502,71,220
10502,71,220
10502,29,290
10502,66,220
10503,82,90
10503,67,370
10504,82,90
10504,67,370
10504,73,250
10505,84,100
10505,93,70
10505,665,340
10506,72,270
10506,665,340
10506,67,370
10506,72,270
10507,82,90
10507,83,90
10507,83,90
10507,30,240
10507,92,70
10508,82,90
10508,93,70
10509,83,90
10509,29,290
10509,31,190
10510,71,220
10510,74,250
10510,71,220
10510,29,290
10510,71,220
10511,29,290
10511,72,270
10511,30,240
10512,71,220
10512,84,100
10512,84,100
10512,31,190
10513,93,70
10513,29,290
10513,83,90
10514,83,90
10514,83,90
10514,30,240
10515,67,370
10515,72,270
10515,83,90
10516,73,250
10516,84,100
10516,83,90
10516,83,90
10517,29,290
10517,84,100
10517,29,290
10517,74,250
10517,66,220
10518,83,90
10518,72,270
10518,84,100
10519,72,270
10519,67,370
10519,71,220
10519,71,220
10519,83,90
10520,67,370
10520,84,100
10521,665,340
10521,665,340
10521,97,100
10522,74,250
10522,73,250
10522,74,250
10522,73,250
10522,97,100
10523,677,230
10523,82,90
10523,74,250
10524,93,70
10524,93,70
10525,66,220
10525,92,70
10525,71,220
10526,82,90
10526,83,90
10526,83,90
10526,665,340
10526,92,70
10527,72,270
10527,92,70
10527,92,70
10527,30,240
10528,71,220
10528,665,340
10528,30,240
10529,83,90
10529,66,220
10529,67,370
10530,71,220
10530,71,220
10531,84,100
10531,97,100
10532,84,100
10532,93,70
10533,84,100
10533,83,90
10533,665,340
10534,92,70
10534,66,220
10534,677,230
10535,677,230
10535,29,290
10535,71,220
10535,72,270
10536,83,90
10536,677,230
10536,31,190
10536,97,100
10537,92,70
10537,93,70
10537,74,250
10537,72,270
10538,30,240
10538,71,220
10538,30,240
10539,31,190
10539,93,70
10540,30,240
10540,74,250
10540,665,340
10541,97,100
10541,71,220
10542,93,70
10542,83,90
10542,93,70
10543,73,250
10543,83,90
10543,665,340
10544,30,240
10544,82,90
10544,82,90
10545,84,100
10545,665,340
10546,92,70
10546,93,70
10546,29,290
10546,67,370
10547,677,230
10547,665,340
10548,677,230
10548,73,250
10548,82,90
10549,73,250
10549,67,370
10549,66,220
10549,97,100
10550,93,70
10550,29,290
10550,73,250
10550,71,220
10550,29,290
10551,677,230
10551,83,90
10551,83,90
10551,73,250
10552,29,290
10552,74,250
10552,97,100
10552,93,70
10553,30,240
10553,31,190
10554,84,100
10554,93,70
10554,31,190
10554,72,270
10555,82,90
10555,71,220
10556,677,230
10556,71,220
10556,83,90
10557,665,340
10557,31,190
10557,84,100
10558,677,230
10558,74,250
10558,97,100
10558,73,250
10558,83,90
10559,30,240
10559,31,190
10559,73,250
10560,93,70
10560,84,100
10560,71,220
10560,66,220
10560,71,220
10561,73,250
10561,92,70
10561,677,230
10562,29,290
10562,66,220
10563,29,290
10563,66,220
10564,72,270
10564,84,100
10565,97,100
10565,73,250
10565,82,90
10565,30,240
10565,92,70
10566,665,340
10566,82,90
10566,67,370
10566,92,70
10566,31,190
10567,72,270
10567,677,230
10568,72,270
10568,66,220
10569,74,250
10569,84,100
10570,73,250
10570,83,90
10570,97,100
10570,72,270
10570,82,90
10571,82,90
10571,71,220
10571,83,90
10571,84,100
10572,31,190
10572,74,250
10573,67,370
10573,31,190
10573,84,100
10573,93,70
10573,92,70
10574,30,240
10574,82,90
10575,92,70
10575,31,190
10575,677,230
10575,66,220
10576,84,100
10576,84,100
10576,31,190
10576,74,250
10577,67,370
10577,83,90
